Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,publish_date
90000.0,4,811.0,1,14,2008,111.0,72.0,12.0,Івана Пулюя,17 липня 2020 р.
215000.0,3,2389.0,2,5,1959,90.0,40.0,10.0,Українки,14 червня 2018 р.
137000.0,3,1575.0,1,9,1970,87.0,59.0,13.0,Тютюнника,5 вересня 2020 р.
36000.0,1,1000.0,9,9,1980,36.0,19.0,7.0,Юрія Смолича,27 грудня 2020 р.
195000.0,4,1931.0,6,24,2014,101.0,70.0,15.0,Оболонський,21 вересня 2019 р.
60000.0,3,882.0,7,16,1975,68.0,44.0,8.0,Курбаса,7 жовтня 2020 р.
87000.0,2,1338.0,16,17,2002,65.0,None,13.0,Верховинця,15 січня
185000.0,2,2256.0,5,21,2015,82.0,61.0,12.0,Зарічна,6 жовтня 2020 р.
210000.0,2,2442.0,9,23,2012,86.0,42.0,21.0,Дніпровська,19 вересня 2017 р.
135000.0,2,1776.0,11,25,2011,76.0,45.0,12.0,Коломийський,11 січня
84000.0,3,944.0,8,26,None,89.0,43.0,18.0,Правди,*** not found
160000.0,3,2000.0,21,25,2018,80.0,None,None,Каховська,28 грудня 2020 р.
292000.0,3,2454.0,10,11,None,119.0,None,17.0,Бойчука,*** not found
53000.0,1,1104.0,8,25,None,48.0,14.0,19.0,Правди,*** not found
115000.0,1,2738.0,6,24,2019,42.0,None,None,Маккейна,8 лютого
90900.0,1,1748.0,14,36,None,52.0,None,14.0,Перемоги,*** not found
2100000.0,3,7292.0,7,11,2007,288.0,150.0,35.0,Грушевського,28 січня 2019 р.
980000.0,6,2761.0,7,7,2010,355.0,320.0,33.0,Срібнокільська,7 листопада 2019 р.
91260.0,1,1738.0,29,36,None,None,17.0,None,Перемоги,*** not found
118000.0,2,1573.0,16,22,2010,75.0,32.0,12.0,Урлівська,14 квітня 2020 р.
84100.0,2,1294.0,22,32,None,65.0,34.0,14.0,Заболотного,*** not found
79700.0,1,2952.0,23,23,2012,27.0,15.0,5.0,Максимовича,19 жовтня 2020 р.
220000.0,4,1746.0,16,23,2004,126.0,80.0,None,Бажана,27 травня 2020 р.
155000.0,2,2214.0,9,10,2014,70.0,None,None,Сікорського,2 листопада 2020 р.
40000.0,1,1176.0,10,16,1973,34.0,None,8.0,Курбаса,25 серпня 2020 р.
68500.0,1,1593.0,11,27,None,43.0,14.0,16.0,Дніпровська,*** not found
720000.0,4,4500.0,None,None,None,160.0,None,None,Драгомирова,7 червня 2019 р.
64000.0,2,1231.0,3,12,1983,52.0,30.0,9.0,,13 листопада 2020 р.
44000.0,2,1023.0,5,5,1960,43.0,27.0,6.0,Антонова,14 вересня 2020 р.
63000.0,3,1086.0,7,9,None,58.0,40.0,7.0,Бучми,*** not found
64500.0,3,935.0,7,9,1970,69.0,45.0,10.0,Кубанської України,4 грудня 2020 р.
100000.0,2,1408.0,15,23,2007,71.0,30.0,12.0,Дніпровська,16 червня 2020 р.
249999.0,3,2500.0,17,25,2017,100.0,None,None,Панельна,12 січня
270000.0,4,1525.0,17,25,2005,177.0,112.0,18.0,Коновальця,13 червня 2018 р.
52000.0,1,1238.0,4,4,None,42.0,17.0,14.0,Богатирська,*** not found
50000.0,1,1562.0,9,9,1977,32.0,17.0,7.0,Оболонський,21 березня 2020 р.
465000.0,4,3019.0,18,25,2005,154.0,None,None,Українки,12 лютого
125000.0,3,1623.0,3,24,2015,77.0,42.0,None,Бориса Гмирі,8 липня 2020 р.
84000.0,2,1000.0,19,25,None,84.0,37.0,23.0,Правди,*** not found
69000.0,1,1643.0,8,10,2018,42.0,12.0,20.0,Центральна,*** not found
70000.0,2,1446.0,6,9,1968,None,30.0,8.0,Преображенська,23 вересня 2020 р.
260000.0,4,1781.0,24,24,2018,146.0,None,None,Коновальця,27 лютого
124860.0,2,2230.0,5,5,1959,56.0,30.0,9.0,Українки,6 грудня 2019 р.
135000.0,4,1688.0,5,5,1959,80.0,55.0,15.0,*** not found,2 серпня 2019 р.
170000.0,3,2068.0,4,5,1910,None,None,None,Велика Васильківська,25 січня
84000.0,1,1680.0,12,26,2018,50.0,16.0,16.0,Липківського,14 травня 2020 р.
612500.0,5,2300.0,10,11,None,None,None,38.0,Бойчука,*** not found
46500.0,2,1257.0,5,5,1962,37.0,22.0,7.0,Васильківська,12 листопада 2020 р.
129000.0,3,1162.0,21,25,2007,111.0,58.0,14.0,Данькевича,вчора о 10:50
89332.9,3,1146.5,1,4,None,None,None,None,Богатирська,*** not found
99000.0,3,1375.0,9,10,1977,72.0,None,None,Українки,14 квітня 2020 р.
117000.0,3,1603.0,9,16,None,73.0,29.0,11.0,Гречка,*** not found
1035900.0,5,4504.0,4,8,2016,230.0,75.0,78.0,Редутна,30 вересня 2020 р.
132000.0,3,1650.0,22,24,2015,80.0,None,None,Бориса Гмирі,15 жовтня 2020 р.
340000.0,3,2833.0,2,18,2010,120.0,None,20.0,Драгомирова,16 лютого
31000.0,1,1192.0,2,5,1965,26.0,None,6.0,Туполєва,11 лютого
55000.0,3,859.0,1,9,1971,64.0,41.0,None,Кондратюка,27 січня
43000.0,2,915.0,1,9,1971,47.0,30.0,7.0,Мінський,1 лютого
235000.0,4,1728.0,8,24,2007,136.0,81.0,17.0,Княжий Затон,1 вересня 2017 р.
105900.0,1,1925.0,22,26,2016,55.0,None,None,Герцена,4 грудня 2020 р.
49700.0,1,1012.0,19,25,2020,None,18.0,18.0,Балтійський,28 лютого 2020 р.
110000.0,3,1000.0,10,17,2010,110.0,61.0,16.0,Ернста,23 квітня 2020 р.
275000.0,2,3929.0,6,25,2010,70.0,None,25.0,Шаповала,18 лютого
220000.0,2,3607.0,2,5,None,61.0,30.0,10.0,Городецького,7 грудня 2020 р.
30000.0,1,602.0,22,25,None,None,None,None,Сім'ї Сосніних,*** not found
140000.0,1,2729.0,10,12,None,None,None,None,Івана Мазепи,8 серпня 2020 р.
132500.0,2,1636.0,15,22,2012,81.0,37.0,16.0,Червоноткацька,2 квітня 2020 р.
50000.0,1,1667.0,5,5,1962,30.0,16.0,5.0,*** not found,25 січня
225000.0,3,2022.0,11,25,2008,None,None,None,Голосіївська,1 вересня 2020 р.
165000.0,2,2324.0,2,4,1895,71.0,47.0,8.0,*** not found,19 лютого 2020 р.
65000.0,2,970.0,24,25,2019,67.0,34.0,11.0,Миколи Гулака,вчора о 17:55
230000.0,2,4107.0,3,25,2019,56.0,None,None,Івана Федорова,19 лютого 2020 р.
205000.0,1,3796.0,13,14,2017,54.0,18.0,25.0,Саперне Поле,7 липня 2020 р.
33071.4,1,718.9,24,25,None,46.0,25.0,12.0,Миколи Хвильового,*** not found
777500.0,3,4494.0,3,13,2003,173.0,111.0,19.0,Паторжинського,29 листопада 2019 р.
128500.0,3,988.0,23,24,2014,130.0,90.0,15.0,Наумовича,20 жовтня 2020 р.
80000.0,2,1404.0,25,25,2010,57.0,24.0,19.0,Калнишевського,сьогодні о 18:00
100500.0,2,1378.0,16,26,None,None,None,None,Дніпровська,*** not found
149000.0,1,3170.0,3,9,None,47.0,None,None,Електриків,*** not found
95000.0,1,2317.0,14,25,2018,41.0,None,None,Солом'янська,24 лютого
159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,21 березня 2020 р.
68000.0,2,1259.0,14,16,1982,54.0,None,None,Озерна,26 вересня 2019 р.
89400.0,3,1090.0,9,15,1998,82.0,42.0,14.0,Григоренка,20 жовтня 2020 р.
330000.0,3,2674.0,4,24,2016,None,56.0,None,Антонова,21 квітня 2020 р.
229000.0,3,1684.0,2,24,2013,136.0,72.0,20.0,Голосіївський,12 листопада 2020 р.
67000.0,1,1426.0,16,16,2016,47.0,None,None,Комарова,12 грудня 2020 р.
66500.0,2,1279.0,9,10,1989,52.0,29.0,8.0,Борщагівська,28 жовтня 2020 р.
480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,22 липня 2020 р.
74000.0,1,1762.0,3,16,None,42.0,None,None,Максимовича,*** not found
175000.0,3,1842.0,10,25,2011,95.0,52.0,11.0,Ковальський,5 лютого 2016 р.
159000.0,2,2092.0,20,24,2016,76.0,37.0,None,Малевича,11 серпня 2020 р.
3200000.0,5,9143.0,5,5,None,350.0,None,None,Мічуріна,*** not found
380000.0,3,1990.0,15,47,2012,191.0,None,None,*** not found,7 травня 2020 р.
63000.0,2,808.0,22,25,None,78.0,36.0,12.0,Балтійський,*** not found
85000.0,3,1104.0,6,20,1998,77.0,45.0,9.0,Азербайджанська,30 листопада 2020 р.
130032.0,None,1548.0,15,25,2016,84.0,50.0,17.0,Зарічна,27 лютого
95700.0,3,1113.0,25,25,2016,86.0,43.0,12.0,Чавдар,19 грудня 2020 р.
50000.0,1,1316.0,18,24,2019,38.0,17.0,10.0,Правди,2 листопада 2020 р.
114900.0,3,1197.0,12,22,2006,96.0,47.0,14.0,Урлівська,30 вересня 2020 р.
41500.0,1,1092.0,4,25,None,38.0,17.0,10.0,Бориспільська,*** not found
125000.0,3,1302.0,12,25,2016,96.0,46.0,14.0,Поправки,11 липня 2020 р.
48000.0,2,923.0,7,16,None,52.0,None,None,Бориспільська,*** not found
59899.0,2,1393.0,9,9,1967,43.0,28.0,7.0,Ентузіастів,23 червня 2020 р.
83000.0,1,1566.0,10,10,2017,53.0,None,None,Малоземельна,21 грудня 2020 р.
335000.0,1,4926.0,22,32,2016,68.0,16.0,35.0,Саксаганського,9 лютого
98500.0,3,1449.0,5,9,1980,68.0,43.0,10.0,Героїв Сталінграда,29 вересня 2020 р.
58000.0,3,841.0,9,9,1971,69.0,None,None,Зодчих,16 лютого
52000.0,1,1576.0,10,24,2010,33.0,15.0,7.0,Калнишевського,27 лютого
195000.0,2,None,None,None,None,None,None,None,Філатова,17 липня 2020 р.
345000.0,4,2054.0,10,18,2005,168.0,89.0,13.0,Старонаводницька,10 листопада 2020 р.
89900.0,2,1138.0,2,34,None,79.0,32.0,20.0,Заболотного,*** not found
58000.0,1,1286.0,24,25,None,None,None,None,Правди,*** not found
66500.0,3,1023.0,5,9,1978,65.0,42.0,8.0,*** not found,8 листопада 2020 р.
290000.0,1,6444.0,22,24,2019,45.0,12.0,18.0,Антоновича,14 жовтня 2020 р.
380000.0,4,1767.0,3,25,2011,215.0,110.0,40.0,Шаповала,8 вересня 2020 р.
230000.0,2,4107.0,3,25,2019,56.0,None,None,Івана Федорова,19 лютого 2020 р.
135000.0,2,1800.0,5,10,2001,75.0,27.0,34.0,Деревлянська,1 липня 2019 р.
165000.0,3,1602.0,9,17,2011,103.0,60.0,25.0,Вільямса,1 серпня 2020 р.
107000.0,3,1189.0,12,14,2010,90.0,52.0,11.0,Васильченка,18 липня 2018 р.
139990.0,1,3182.0,24,24,2017,44.0,20.0,15.0,Предславинська,13 березня 2020 р.
31000.0,1,886.0,14,25,None,35.0,None,None,Крайня,*** not found
58000.0,2,866.0,15,25,2009,67.0,32.0,12.0,Милославська,28 вересня 2020 р.
145000.0,3,1593.0,3,25,2018,91.0,68.0,17.0,Воскресенська,11 листопада 2020 р.
67900.0,2,1235.0,22,26,None,55.0,25.0,15.0,Маланюка,*** not found
230000.0,3,2035.0,12,24,2007,113.0,53.0,15.0,Дніпровська,29 січня
240000.0,3,2449.0,4,5,1895,98.0,57.0,11.0,Пушкінська,28 січня
65280.0,1,1200.0,None,None,None,None,None,None,Набережно-Корчуватська,*** not found
150000.0,2,2459.0,23,25,2015,61.0,33.0,9.0,Зарічна,31 травня 2017 р.
499990.0,3,3125.0,5,11,2005,160.0,None,None,Тургенєвська,9 березня 2020 р.
66624.0,3,833.1,13,26,None,None,None,None,Радченка,*** not found
140000.0,3,1265.0,6,9,None,None,None,38.0,Зарічна,*** not found
68900.0,1,1531.0,8,9,2016,45.0,25.0,11.0,Метрологічна,31 січня
73860.0,2,1319.0,5,9,None,56.0,30.0,9.0,Йорданська,11 листопада 2020 р.
49500.0,2,1053.0,5,9,1969,47.0,28.0,7.0,Кольцова,26 січня
138000.0,2,2300.0,13,14,2017,60.0,30.0,10.0,Максимовича,*** not found
55500.0,2,911.0,None,None,1971,None,28.0,None,Науки,3 січня
206000.0,3,1943.0,18,20,2008,106.0,58.0,None,Саперно-Слобідська,15 лютого 2016 р.
110000.0,1,3333.0,3,10,1977,33.0,20.0,None,Шовковична,19 січня
250000.0,3,2809.0,3,23,2019,89.0,None,None,Трускавецька,12 лютого
59157.0,2,873.0,11,17,None,None,None,None,Гавела,*** not found
53000.0,1,1152.0,7,25,None,46.0,None,None,Повітрофлотський,*** not found
58000.0,3,1000.0,9,9,1967,58.0,None,8.0,Запорожця,28 жовтня 2020 р.
177000.0,2,2185.0,5,13,2019,81.0,55.0,15.0,Маккейна,21 березня 2020 р.
86000.0,1,1654.0,8,36,None,52.0,19.0,14.0,Перемоги,*** not found
70000.0,3,745.0,4,20,2014,94.0,45.0,14.0,Щербаківського,19 вересня 2020 р.
73000.0,1,1521.0,20,26,2018,48.0,10.0,23.0,Зарічна,24 лютого
45000.0,1,1125.0,9,10,1994,40.0,18.0,9.0,Будищанська,31 січня
115000.0,1,2300.0,10,24,2019,50.0,17.0,21.0,Жилянська,26 жовтня 2020 р.
79000.0,1,1775.0,5,18,2015,None,None,15.0,Комбінатна,20 лютого
88000.0,2,989.0,4,25,2014,89.0,60.0,15.0,Ревуцького,23 грудня 2020 р.
29900.0,1,906.0,4,4,1960,33.0,19.0,6.0,Бородіна,11 вересня 2020 р.
189000.0,4,None,None,None,None,None,None,None,Руставелі,30 січня 2020 р.
95000.0,2,1730.0,10,16,1993,None,29.0,None,Драгоманова,21 вересня 2020 р.
128000.0,2,1829.0,21,24,2014,70.0,30.0,19.0,Преображенська,1 січня 2020 р.
68000.0,3,1172.0,1,3,None,58.0,35.0,6.0,Депутатська,24 лютого
85000.0,2,1312.0,17,25,None,None,38.0,14.0,Багговутівська,*** not found
160000.0,3,2078.0,3,5,None,77.0,None,None,*** not found,26 лютого 2020 р.
135000.0,2,2596.0,24,25,2014,52.0,40.0,20.0,Сікорського,7 липня 2020 р.
800000.0,5,4000.0,None,None,None,200.0,None,None,Драгомирова,26 березня 2020 р.
250000.0,3,2336.0,10,24,2016,107.0,66.0,13.0,Коперніка,21 липня 2020 р.
127000.0,2,1814.0,7,17,2002,70.0,36.0,15.0,Васильківська,20 травня 2020 р.
98000.0,1,1661.0,16,24,None,59.0,18.0,None,Глибочицька,*** not found
125000.0,3,1389.0,18,25,2016,90.0,None,18.0,Чавдар,17 вересня 2020 р.
229000.0,2,3181.0,5,6,1935,72.0,42.0,10.0,Шовковична,10 червня 2020 р.
115000.0,2,1420.0,23,25,2007,81.0,41.0,16.0,Дніпровська,9 липня 2019 р.
90000.0,2,None,None,None,None,None,None,None,Антоновича,9 жовтня 2020 р.
56000.0,2,1098.0,2,10,1987,51.0,30.0,8.0,,29 січня
53000.0,2,1000.0,9,14,1990,53.0,29.0,8.0,Славгородська,10 січня
250000.0,3,3125.0,None,None,None,80.0,None,None,Драгомирова,7 червня 2019 р.
205000.0,3,1627.0,23,25,2010,126.0,74.0,14.0,Срібнокільська,24 березня 2018 р.
59950.0,3,517.0,10,16,2016,116.0,None,17.0,Харченка,8 травня 2020 р.
250000.0,1,3571.0,4,14,2012,70.0,22.0,27.0,Окіпної,2 березня 2016 р.
205000.0,1,3796.0,13,14,2017,54.0,18.0,25.0,Саперне Поле,7 липня 2020 р.
38500.0,1,1196.0,4,5,1960,None,None,None,Олени Теліги,3 грудня 2020 р.
99999.0,2,1667.0,15,26,2013,60.0,39.0,16.0,Кондратюка,15 червня 2020 р.
120000.0,3,1739.0,1,9,1977,69.0,None,None,Мечнікова,3 липня 2020 р.
150000.0,3,1829.0,5,12,1997,82.0,42.0,9.0,Героїв Сталінграда,4 листопада 2020 р.
285000.0,4,1900.0,8,9,None,150.0,None,22.0,Рибальська,*** not found
72500.0,2,1394.0,4,4,2019,52.0,30.0,None,Березова,4 лютого
750000.0,3,5000.0,10,14,2017,150.0,95.0,18.0,Саперне Поле,27 березня 2018 р.
493000.0,4,4287.0,12,24,2019,115.0,80.0,20.0,Антоновича,21 жовтня 2020 р.
290000.0,3,3333.0,22,25,2019,87.0,55.0,15.0,Маккейна,17 вересня 2020 р.
247000.0,3,2100.0,13,17,2019,None,63.0,15.0,Лейпцизька,26 липня 2020 р.
90000.0,2,1139.0,13,23,2015,79.0,34.0,18.0,Драгоманова,13 листопада 2020 р.
80000.0,3,1250.0,9,9,1972,64.0,None,None,Коновальця,14 вересня 2015 р.
103900.0,3,1071.0,21,25,None,97.0,51.0,16.0,Василя Стуса,*** not found
265000.0,3,2944.0,13,17,2006,90.0,38.0,42.0,Тютюнника,26 вересня 2019 р.
105000.0,3,1641.0,1,5,1957,64.0,40.0,8.0,Січових Стрільців,31 липня 2020 р.
78000.0,2,1696.0,5,11,2018,46.0,20.0,20.0,Райдужна,21 вересня 2020 р.
44900.0,1,1182.0,7,10,1988,38.0,17.0,8.0,Закревського,21 лютого
494000.0,6,1502.0,8,10,1996,329.0,193.0,47.0,Тургенєвська,8 липня 2020 р.
46500.0,2,1257.0,5,5,1962,37.0,22.0,7.0,Васильківська,12 листопада 2020 р.
55000.0,2,1078.0,9,10,1982,51.0,31.0,8.0,Зої Космодем'янської,28 грудня 2020 р.
59280.0,2,874.0,5,26,None,None,None,None,Радченка,*** not found
56000.0,1,1273.0,11,25,None,44.0,None,None,Сверстюка,*** not found
47500.0,1,1105.0,10,18,2006,43.0,20.0,10.0,Милославська,19 вересня 2020 р.
100000.0,2,1099.0,8,9,1970,91.0,None,None,Метрологічна,27 серпня 2015 р.
103000.0,1,2341.0,None,None,None,44.0,None,None,Деміївська,21 березня 2020 р.
95000.0,3,1118.0,2,15,2019,85.0,47.0,13.0,Перемоги,9 вересня 2020 р.
76800.0,3,985.0,2,5,1958,78.0,78.0,9.0,Вишгородська,10 липня 2020 р.
257500.0,2,4769.0,8,25,2015,54.0,None,None,Маккейна,7 липня 2020 р.
52500.0,1,1094.0,9,22,None,48.0,None,21.0,,*** not found
302200.0,4,2001.0,5,22,2013,151.0,None,None,Перемоги,25 лютого
63500.0,2,814.0,22,25,None,78.0,36.0,12.0,Балтійський,*** not found
550000.0,4,3416.0,8,26,2009,161.0,67.0,40.0,Звіринецька,14 травня 2020 р.
98700.0,2,1484.0,15,25,2019,None,None,19.0,Ревуцького,26 лютого
80000.0,1,2105.0,11,21,2017,38.0,12.0,15.0,Правди,8 липня 2020 р.
35000.0,1,946.0,8,9,1992,37.0,19.0,7.0,Милославська,22 лютого
56000.0,2,851.0,14,24,None,None,None,None,Вербицького,*** not found
36000.0,1,1333.0,4,5,1960,27.0,None,None,Новгородська,вчора о 01:01
87000.0,1,1839.0,2,25,2015,None,25.0,10.0,Бажана,1 лютого
220000.0,5,1222.0,5,6,None,180.0,72.0,12.0,Канівська,*** not found
109000.0,3,1253.0,7,16,None,87.0,None,None,Максимовича,*** not found
125000.0,2,1689.0,23,25,2016,74.0,None,None,Донця,31 серпня 2020 р.
600000.0,3,4800.0,2,14,None,125.0,None,None,Драгомирова,*** not found
60000.0,1,1277.0,5,16,None,47.0,22.0,None,Тираспольська,*** not found
15700000.0,3,157000.0,2,4,1917,100.0,76.0,12.0,Саксаганського,24 лютого
45000.0,1,1214.9,5,16,1990,None,None,None,Тираспольська,18 січня
160000.0,3,1356.0,11,25,2015,118.0,85.0,33.0,Зарічна,27 листопада 2020 р.
65000.0,2,1413.0,11,16,1981,46.0,27.0,9.0,Гонгадзе,7 січня
495000.0,3,4420.0,13,39,2017,112.0,None,None,Українки,6 лютого 2019 р.
59000.0,2,1283.0,3,5,1965,46.0,None,None,Світлицького,14 грудня 2020 р.
68000.0,2,1447.0,5,10,1970,47.0,35.0,7.0,Воробйова,8 червня 2015 р.
81000.0,3,1012.0,17,25,2018,80.0,60.0,14.0,Каховська,22 січня
67000.0,1,1675.0,9,23,None,40.0,None,12.0,Глибочицька,*** not found
170000.0,3,1339.0,3,3,1954,127.0,86.0,30.0,Білокур,22 грудня 2020 р.
54500.0,1,996.0,23,25,None,None,None,12.0,Балтійський,*** not found
232000.0,3,1706.0,11,13,2014,136.0,70.0,None,Антоновича,4 січня
75000.0,2,789.0,18,25,None,None,None,None,Кондратюка,*** not found
99000.0,1,2152.0,3,4,1898,46.0,25.0,10.0,Гончара,8 липня 2020 р.
55000.0,1,1310.0,6,25,2019,42.0,13.0,9.0,Ревуцького,29 січня
475000.0,3,5000.0,3,13,2017,95.0,66.0,13.0,*** not found,*** not found
70000.0,1,1659.0,1,19,2006,None,18.0,10.0,Драгоманова,1 червня 2020 р.
79900.0,2,1211.0,24,25,2013,66.0,36.0,13.0,Сім’ї Кульженків,13 грудня 2020 р.
215767.9,3,2157.7,8,16,2000,100.0,57.0,12.0,Панельна,6 грудня 2015 р.
155000.0,3,1550.0,13,16,2012,100.0,55.0,16.0,Вільямса,4 червня 2020 р.
100000.0,1,1667.0,13,25,2008,60.0,21.0,17.0,Голосіївська,вчора о 21:10
1010000.0,4,5674.0,23,26,2017,178.0,92.0,22.0,Оболонський,24 грудня 2019 р.
45000.0,1,1500.0,1,9,1975,30.0,16.0,5.0,Миколи Голего,15 лютого
80000.0,1,1333.0,4,24,2012,60.0,None,None,Дніпровська,21 січня
115000.0,2,1575.0,21,25,2015,73.0,37.0,15.0,Малиновського,25 січня 2017 р.
620000.0,5,3605.0,14,17,2001,172.0,93.0,13.0,Назарівська,21 жовтня 2020 р.
250500.0,6,1668.0,13,14,1978,None,81.0,13.0,Гоголівська,14 січня
39000.0,1,1345.0,1,5,1963,29.0,16.0,5.0,Дорогожицька,29 січня
30970.0,1,1106.0,12,13,2013,28.0,13.0,5.0,Петропавлівська,1 лютого
360000.0,5,2400.0,5,6,1936,150.0,120.0,15.0,Грушевського,13 грудня 2018 р.
250000.0,2,2976.0,15,23,2008,84.0,60.0,15.0,Іллєнка,8 лютого
95000.0,1,1863.0,22,25,2018,51.0,14.0,20.0,Липківського,4 серпня 2020 р.
63900.0,1,761.0,13,14,2013,84.0,44.0,18.0,Ушинського,17 липня 2020 р.
81000.0,2,1528.0,13,25,2020,53.0,None,None,Польова,19 вересня 2020 р.
219000.0,1,3776.0,2,9,2019,58.0,20.0,20.0,Саперне Поле,16 жовтня 2020 р.
162000.0,3,1604.0,19,26,2017,101.0,55.0,25.0,Панельна,29 грудня 2020 р.
199000.0,2,2073.0,10,25,2005,96.0,43.0,16.0,Коновальця,2 вересня 2020 р.
260000.0,3,2321.0,14,18,2013,112.0,60.0,17.0,Хмельницького,12 лютого 2018 р.
163000.0,1,3622.0,2,22,2015,45.0,22.0,12.0,Маккейна,27 листопада 2019 р.
499000.0,2,4990.0,22,25,2019,100.0,None,None,Антоновича,2 жовтня 2019 р.
310000.0,3,1925.0,3,18,2009,161.0,120.0,35.0,Толстого,28 жовтня 2020 р.
99800.0,3,1535.0,6,8,1962,65.0,None,None,Дружби Народів,17 січня
130000.0,1,3023.0,9,26,None,43.0,None,None,Оболонський,*** not found
70000.0,2,1273.0,4,5,1938,55.0,39.0,8.0,Багговутівська,17 грудня 2020 р.
44500.0,2,1025.0,1,5,1961,None,29.0,6.0,Антонова,2 вересня 2020 р.
199000.0,2,2488.0,2,5,1937,80.0,40.0,None,Володимирська,4 листопада 2019 р.
120000.0,2,2500.0,9,9,1972,48.0,None,None,Українки,5 серпня 2020 р.
68750.0,2,892.9,7,16,None,77.0,34.0,12.0,Сім’ї Кульженків,*** not found
162000.0,3,1800.0,11,26,2005,90.0,48.0,23.0,Коновальця,16 квітня 2018 р.
209000.0,2,2580.0,2,10,2003,81.0,40.0,15.0,Мирного,5 серпня 2020 р.
275000.0,2,2926.0,15,16,2006,94.0,None,48.0,Московська,16 січня
38000.0,1,1056.0,8,9,1984,36.0,18.0,8.0,Жмеринська,28 лютого
114000.0,3,1583.0,6,7,1959,72.0,51.0,9.0,Бойчука,30 жовтня 2020 р.
161000.0,2,1809.0,17,25,2018,89.0,None,None,Липківського,15 травня 2020 р.
330000.0,3,3000.0,18,24,2018,110.0,60.0,40.0,Лабораторний,15 травня 2020 р.
1500000.0,5,5000.0,None,None,None,300.0,None,None,Інститутська,10 грудня 2020 р.
99000.0,3,1375.0,9,10,1977,72.0,None,None,Українки,14 квітня 2020 р.
295000.0,3,2757.0,6,6,1914,107.0,74.0,11.0,Хрещатик,7 липня 2020 р.
62000.0,1,1512.0,2,25,None,41.0,14.0,14.0,Дніпровська,*** not found
108000.0,1,2160.0,2,25,2019,50.0,30.0,10.0,Осокорська,14 січня
255000.0,4,2024.0,16,25,2016,126.0,70.0,15.0,Саперне Поле,31 травня 2017 р.
68000.0,3,907.0,5,15,1993,75.0,43.0,8.0,Комарова,24 квітня 2019 р.
164000.0,2,2702.0,30,30,None,None,None,12.0,Драгомирова,*** not found
139000.0,3,1252.0,23,36,2007,111.0,60.0,18.0,Срібнокільська,25 серпня 2019 р.
115000.0,2,1337.0,11,25,2008,86.0,None,None,Чоколівський,12 лютого
104000.0,1,1857.0,10,24,None,56.0,16.0,16.0,Звіринецька,*** not found
85000.0,1,1518.0,7,14,None,56.0,20.0,14.0,Вишгородська,*** not found
190000.0,2,3585.0,3,20,2019,53.0,18.0,20.0,Драгомирова,*** not found
229000.0,3,2140.0,7,25,2007,107.0,50.0,None,Героїв Сталінграда,2 березня 2016 р.
65000.0,2,1161.0,3,4,1952,56.0,34.0,9.0,Будівельників,28 грудня 2020 р.
250000.0,2,2976.0,15,23,2008,84.0,60.0,15.0,Іллєнка,8 лютого
105000.0,3,1117.0,6,22,2010,94.0,47.0,15.0,Урлівська,10 листопада 2020 р.
57000.0,2,919.0,15,21,None,62.0,26.0,26.0,Сормовська,*** not found
65000.0,1,1182.0,5,18,None,55.0,None,21.0,Правди,*** not found
98000.0,2,1388.0,8,25,2006,None,None,None,Верховинна,22 вересня 2020 р.
55000.0,2,1058.0,2,9,1986,52.0,29.0,8.0,Вербицького,вчора о 14:30
55000.0,1,1618.0,5,33,None,34.0,None,9.0,*** not found,*** not found
115000.0,2,2170.0,7,7,1961,53.0,35.0,None,Велика Васильківська,4 вересня 2020 р.
158364.0,2,1760.0,4,11,None,90.0,45.0,20.0,Бойчука,*** not found
80000.0,1,2000.0,11,25,2011,40.0,19.0,11.0,Лобановського,5 травня 2016 р.
41000.0,2,909.0,2,3,1959,None,None,None,Миколи Шепелєва,28 січня
435000.0,2,3625.0,2,10,1998,120.0,85.0,10.0,Кропивницького,5 липня 2020 р.
100000.0,1,2000.0,3,23,2016,50.0,28.0,20.0,Трускавецька,4 березня 2019 р.
110000.0,1,1930.0,19,25,2008,57.0,None,None,Голосіївська,29 жовтня 2020 р.
88107.1,2,1223.7,23,26,None,72.0,34.0,15.0,Маланюка,*** not found
130000.0,1,2653.0,4,16,None,49.0,18.0,16.0,Драгомирова,*** not found
125000.0,2,1866.0,4,9,2018,67.0,None,None,Юнацька,14 січня
89000.0,2,1413.0,12,14,2013,63.0,None,11.0,Максимовича,19 грудня 2020 р.
110000.0,3,1122.0,4,25,2010,98.0,59.0,14.0,Комарова,12 вересня 2020 р.
70000.0,2,1167.0,7,12,2019,60.0,26.0,None,Багговутівська,29 вересня 2020 р.
46000.0,1,1000.0,8,26,None,46.0,None,None,,*** not found
84000.0,2,1400.0,14,24,None,60.0,None,10.0,Костанайська,*** not found
160000.0,3,1250.0,3,10,2010,128.0,69.0,18.0,Срібнокільська,31 січня 2020 р.
42000.0,2,913.0,9,9,1970,46.0,None,None,Курчатова,18 лютого
61000.0,1,1743.0,8,9,1974,35.0,17.0,6.0,Гусовського,23 лютого
130000.0,3,1512.0,5,9,1972,86.0,43.0,9.0,Українки,2 грудня 2020 р.
