89 000 $,1 комната,1589 $ за м²,15 из 20,год постройки2013,монолитно-каркасные,56 / 27.2 / 11.8 м²,ул. Симоненко ,5
710 000 $,4 комнаты,3447 $ за м²,7 из 25,год постройки2015,монолитно-каркасные,206 м²,ул. Коновальца (Щорса), 26а
620 000 $,5 комнат,3605 $ за м²,14 из 17,год постройки2001,монолитно-каркасные,172 / 93 / 13 м²,ул. Назаровская (Ветрова),11
69 500 $,3 комнаты,1544 $ за м²,1 из 7,*** not found ,*** not found ,45 / 22 / 8 м²,ул. Регенераторная,
85 000 $,2 комнаты,1000 $ за м²,8 из 25,год постройки2015,монолитно-каркасные,85 / 45 / 15 м²,просп. Победы (Брест-Литовский), 131а
43 000 $,2 комнаты,878 $ за м²,6 из 6,*** not found ,*** not found ,49 / 17 / 16 м²,ул. Стеценко,
330 000 $,4 комнаты,1710 $ за м²,16 из 16,год постройки2003,монолитно-каркасные,193 / 80 / 24 м²,просп. Героев Сталинграда, 20б
59 000 $,2 комнаты,1429 $ за м²,2 из 9,год постройки1963,*** not found ,41.3 / 26 / 6 м²,просп. Голосеевский (40-летия Октября),17
40 000 $,3 комнаты,930 $ за м²,1 из 5,год постройки1962,кирпичные,43 / 31 / 6 м²,бульв. Гавела (Ивана Лепсе), 43а
1 200 000 $,5 комнат,3429 $ за м²,4 из 6,год постройки1895,кирпичные,350 / 178 / 30 м²,ул. Б. Житомирская, 4в
405 000 $,3 комнаты,3189 $ за м²,20 из 31,*** not found ,*** not found ,127 м²,ул. И. Павла ІІ (Патриса Лумумбы),
100 110 $,3 комнаты,1285 $ за м²,4 из 16,*** not found ,*** not found ,77.9 м²,ул. Регенераторная,
400 000 $,4 комнаты,2222 $ за м²,12 из 25,год постройки2001,монолитно-каркасные,180 / 86.6 / 28.6 м²,ул. Ковпака,17
97 500 $,1 комната,1788 $ за м²,16 из 26,*** not found ,<span>16 ноября 2020 г.</span>,54.54 / 15.08 / 15.18 м²,ул. Бойчука (Киквидзе),
83 000 $,*** not found ,*** not found ,*** not found ,*** not found ,*** not found ,*** not found ,ул. Максимовича (Онуфрия Трутенко),
44 000 $,3 комнаты,733 $ за м²,2 из 5,год постройки1970,кирпичные,60 / 40 / 8 м²,просп. Курбаса (50-летия Октября), 18г
66 000 $,3 комнаты,1100 $ за м²,8 из 9,год постройки1973,панельные,60 / 40.6 / 7 м²,просп. Героев Сталинграда, 15а
350 000 $,4 комнаты,2011 $ за м²,2 из 10,*** not found ,<span>9 июля 2020 г.</span>,174 / 95 / 18 м²,ул. Вышгородская,
77 000 $,2 комнаты,1055 $ за м²,15 из 25,год постройки2010,утепленная панель,73 / 29 / 14 м²,ул. Урловская,34
122 250 $,3 комнаты,1315 $ за м²,22 из 24,*** not found ,<span>1 февраля</span>,93 / 52 / 13 м²,ул. Дегтяревская,
65 000 $,3 комнаты,888 $ за м²,6 из 9,год постройки1979,утепленная панель,73.2 / 42.3 / 9.4 м²,Харьковское ш., 174б
170 000 $,4 комнаты,1214 $ за м²,4 из 16,год постройки2002,монолитно-каркасные,140 / 80 / 16 м²,ул. Урловская, 10а
95 000 $,1 комната,1900 $ за м²,13 из 25,год постройки2018,монолитно-каркасные,50 / 18 / 12 м²,просп. Победы (Брест-Литовский), 109а
85 000 $,3 комнаты,966 $ за м²,3 из 16,год постройки2005,утепленная панель,88 / 46 / 12 м²,ул. Ломоносова, 83а
69 500 $,1 комната,1454 $ за м²,25 из 25,*** not found ,<span>4 февраля</span>,47.8 / 15.6 / 17.8 м²,ул.  Заболотного,
152 000 $,2 комнаты,3535 $ за м²,9 из 24,год постройки2019,монолитно-каркасные,43 / 20 / 12 м²,ул. Маккейна (Ивана Кудри), 1б
92 000 $,3 комнаты,1278 $ за м²,6 из 9,год постройки1975,кирпичные,72 / 42 / 7 м²,ул. Толстого,49
375 000 $,6 комнат,1518 $ за м²,27 из 27,год постройки2010,монолитно-каркасные,247 м²,ул. Соломенская, 15а
449 000 $,5 комнат,1796 $ за м²,12 из 16,год постройки2005,монолитно-каркасные,250 / 170 / 27 м²,просп. Героев Сталинграда,4
75 500 $,2 комнаты,1127 $ за м²,9 из 25,год постройки2020,*** not found ,67 / 32 / 13 м²,ул. Каховская,
140 000 $,2 комнаты,1728 $ за м²,9 из 9,год постройки1986,утепленная панель,81 / 34.19 / 15.69 м²,ул. Теремковская,1
45 000 $,1 комната,1364 $ за м²,*** not found ,*** not found ,панельные,33 м²,ул. Никольско-Слободская, 4б
135 000 $,1 комната,2316 $ за м²,11 из 15,год постройки2005,монолитно-каркасные,58.3 / 18 / 26 м²,ул. Тимошенко,
125 000 $,4 комнаты,1344 $ за м²,26 из 33,год постройки2018,монолитно-каркасные,93 / 50 / 34 м²,ул. Заречная, 2к2
140 000 $,3 комнаты,1284 $ за м²,21 из 25,год постройки2011,монолитно-каркасные,109 / 56 / 15 м²,ул. Закревского, 93а
120 000 $,2 комнаты,1713 $ за м²,14 из 16,год постройки2018,монолитно-каркасные,70.05 / 34.5 / 14 м²,ул. Конева, 10/1
42 000 $,2 комнаты,764 $ за м²,1 из 5,год постройки1971,кирпичные,55 / 30 / 8 м²,ул. Туполева,3
125 000 $,3 комнаты,1420 $ за м²,3 из 24,год постройки2020,*** not found ,88 / 41 / 24 м²,ул.  Сверстюка (Марины Расковой),
48 000 $,2 комнаты,1086 $ за м²,4 из 5,год постройки1960,кирпичные,44.2 / 31.4 / 6.1 м²,просп. Соборности (Воссоединения),6
300 000 $,3 комнаты,2000 $ за м²,16 из 17,год постройки2005,монолитно-каркасные,150 / 91 / 20 м²,ул. Гедройца (Тверская),2
120 000 $,3 комнаты,1379 $ за м²,20 из 24,*** not found ,*** not found ,87 / 61 / 25 м²,ул.  Сверстюка (Марины Расковой),
649 000 $,5 комнат,2360 $ за м²,11 из 17,год постройки2006,монолитно-каркасные,275 / 150 / 40 м²,ул. Жилянская,59
64 980 $,4 комнаты,812 $ за м²,4 из 9,год постройки1969,*** not found ,80 / 56 / 7 м²,бульв. Кольцова, 15а
77 000 $,1 комната,1426 $ за м²,16 из 24,год постройки2015,монолитно-каркасные,54 / 22 / 11 м²,ул. Драгоманова, 2б
48 000 $,1 комната,1116 $ за м²,24 из 26,*** not found ,*** not found ,43 / 14 / 16 м²,просп. Победы (Брест-Литовский),
102 000 $,3 комнаты,1085 $ за м²,2 из 22,год постройки2006,утепленная панель,94 / 47 / 14 м²,ул. Драгоманова, 1б
185 000 $,1 комната,4405 $ за м²,22 из 24,год постройки2019,монолитно-каркасные,42 / 15 / 12 м²,ул. Маккейна (Ивана Кудри), 1б
42 000 $,1 комната,1243 $ за м²,10 из 22,*** not found ,*** not found ,33.8 / 17.5 / 7.2 м²,Надднепрянское ш.,
115 000 $,3 комнаты,991 $ за м²,16 из 19,год постройки2007,монолитно-каркасные,116 / 55 / 16 м²,ул. Урловская, 11а
175 000 $,2 комнаты,2303 $ за м²,4 из 14,*** not found ,<span>4 февраля</span>,76 / 33 / 17 м²,ул. Богдановская,
54 000 $,3 комнаты,915 $ за м²,9 из 9,год постройки1973,*** not found ,59 / 40 / 8 м²,ул. Зодчих,70
10 116 000 грн,4 комнаты,50 580 грн за м²,12 из 12,год постройки2012,кирпичные,200 / 68 / 66 м²,ул. Тургеневская, 46/11
137 000 $,2 комнаты,1957 $ за м²,18 из 24,год постройки2017,монолитно-каркасные,70 / 15.7 / 31.3 м²,ул. Герцена,35
95 000 $,3 комнаты,1258 $ за м²,12 из 20,год постройки1997,утепленная панель,75.5 / 40.6 / 8.5 м²,ул. Руденко, 3а
360 000 $,5 комнат,2400 $ за м²,5 из 6,год постройки1936,кирпичные,150 / 120 / 15 м²,ул. Грушевского,9
135 000 $,1 комната,833 $ за м²,6 из 16,год постройки2005,монолитно-каркасные,162 / 86 / 25 м²,ул. Николая Голего (Лебедева-Кумача),6
105 000 $,1 комната,2333 $ за м²,1 из 9,год постройки1971,кирпичные,45 / 18 / 10 м²,ул. Омельяновича-Павленко (Суворова), 18/20
58 000 $,2 комнаты,935 $ за м²,4 из 26,*** not found ,*** not found ,62 / 27 / 17 м²,ул. Северо-Сырецкая,
180 000 $,5 комнат,2400 $ за м²,3 из 4,год постройки1883,кирпичные,75 / 45 / 10 м²,ул. Б. Житомирская,34
153 000 $,2 комнаты,1692 $ за м²,8 из 27,год постройки2010,монолитно-каркасные,90.4 / 42 / 25 м²,бульв. Украинки, 7б
159 000 $,2 комнаты,2271 $ за м²,6 из 12,год постройки2016,монолитно-каркасные,70 / 37 / 15 м²,ул. Тютюнника (Анри Барбюса), 51/1а
98 000 $,3 комнаты,1032 $ за м²,6 из 25,год постройки2016,панельные,95 / 53 / 11 м²,ул. Данченко,1
1 200 000 $,*** not found ,2162 $ за м²,25 из 25,год постройки2001,монолитно-каркасные,555 м²,ул. Ковпака,17
42 900 $,1 комната,1140 $ за м²,11 из 26,*** not found ,<span>19 января</span>,37.62 / 15.3 / 12.5 м²,ул. Радченко,
86 000 $,3 комнаты,925 $ за м²,6 из 8,год постройки2015,кирпичные,93 / 31 / 53 м²,ул. Лебедева, 1к1
155 000 $,1 комната,2818 $ за м²,5 из 19,*** not found ,*** not found ,55 / 22 / 11 м²,ул. Драгомирова,
450 000 $,3 комнаты,4412 $ за м²,15 из 30,*** not found ,<span>25 января</span>,102 м²,ул. Драгомирова,
148 000 $,3 комнаты,1574 $ за м²,*** not found ,*** not found ,монолитно-каркасные,94 / 53.22 / 11.78 м²,ул. Набережно-Рыбальская,3
50 000 $,1 комната,1220 $ за м²,4 из 5,*** not found ,<span>29 октября 2020 г.</span>,41 / 18 / 10 м²,ул. Сергея Колоса (Ленина),
81 000 $,3 комнаты,1045 $ за м²,5 из 26,*** not found ,<span>17 февраля</span>,77.5 / 60 / 24 м²,ул. Причальная,
161 003 $,3 комнаты,1830 $ за м²,5 из 23,год постройки2013,монолитно-каркасные,87.98 / 53.21 / 8.58 м²,просп. Победы (Брест-Литовский),42
61 500 $,2 комнаты,933 $ за м²,20 из 26,*** not found ,<span>19 октября 2020 г.</span>,65.91 / 28.74 / 9.89 м²,просп. Освободителей,
78 000 $,2 комнаты,1164 $ за м²,13 из 24,*** not found ,<span>28 января</span>,67 / 30 / 20 м²,ул.  Сверстюка (Марины Расковой),
259 266 $,3 комнаты,2038 $ за м²,7 из 9,*** not found ,*** not found ,127.24 / 71.2 / 21.13 м²,ул. Набережно-Рыбальская,
34 500 $,1 комната,1113 $ за м²,5 из 9,год постройки1982,утепленная панель,31 / 15 / 7 м²,просп. Порика, 3а
122 000 $,3 комнаты,1402 $ за м²,21 из 22,*** not found ,<span>18 февраля</span>,87 / 40.24 / 17.4 м²,ул. Гречко,
147 420 $,2 комнаты,1798 $ за м²,21 из 25,*** not found ,<span>17 сентября 2020 г.</span>,82 м²,ул. Заречная,
73 000 $,2 комнаты,1460 $ за м²,1 из 9,год постройки1983,утепленная панель,50 / 20 / 9 м²,просп. Бажана, 9а
44 000 $,1 комната,1100 $ за м²,11 из 26,*** not found ,<span>15 января</span>,40 / 16 / 12 м²,ул. Радченко,
128 000 $,3 комнаты,1829 $ за м²,2 из 4,*** not found ,кирпичные,70 / 48 / 7 м²,ул. Михайловская,
111 000 $,1 комната,1480 $ за м²,2 из 10,год постройки2013,монолитно-каркасные,75 / 31 / 26 м²,ул. Ломоносова, 73д
73 000 $,3 комнаты,760 $ за м²,9 из 20,год постройки2014,монолитно-каркасные,96 / 53 / 14 м²,ул. Щербаковского (Щербакова),52
89 000 $,1 комната,1589 $ за м²,15 из 20,год постройки2013,монолитно-каркасные,56 / 27.2 / 11.8 м²,ул. Симоненко ,5
64 000 $,1 комната,1488 $ за м²,14 из 25,год постройки2019,монолитно-каркасные,43 м²,Днепровская наб., 16д
375 000 $,3 комнаты,3151 $ за м²,*** not found ,*** not found ,монолитно-каркасные,119 м²,ул. Драгомирова,7
98 000 $,1 комната,2279 $ за м²,4 из 4,год постройки1905,кирпичные,43 / 29 / 7 м²,ул. Андреевская,9
32 000 $,1 комната,1455 $ за м²,8 из 9,*** not found ,кирпичные,22 / 12.3 / 3.5 м²,ул. Копыловская,
125 000 $,3 комнаты,1190 $ за м²,16 из 24,год постройки2012,монолитно-каркасные,105 / 57 / 16 м²,ул. Урловская,40
61 500 $,2 комнаты,1398 $ за м²,3 из 5,год постройки1959,кирпичные,44 / 30 / 6 м²,ул. Ереванская,15
105 000 $,2 комнаты,1522 $ за м²,16 из 25,год постройки2016,монолитно-каркасные,69 / 33 / 13 м²,ул. Драгоманова,2
2 425 640 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,45 м²,ЖК Stanford,
89 000 $,3 комнаты,937 $ за м²,9 из 13,*** not found ,<span>2 ноября 2020 г.</span>,95 / 45 / 20 м²,просп. Правды,
27 500 $,1 комната,982 $ за м²,9 из 9,год постройки1973,кирпичные,28 / 16 / 6 м²,просп. Комарова, 17а
47 000 $,1 комната,1175 $ за м²,5 из 25,*** not found ,<span>28 декабря 2020 г.</span>,40 / 18 / 13 м²,просп. Правды,
329 000 $,3 комнаты,2043 $ за м²,3 из 17,год постройки2009,монолитно-каркасные,161 / 101 / 10.9 м²,ул. Толстого,39
71 000 $,3 комнаты,710 $ за м²,17 из 35,*** not found ,*** not found ,100 м²,Харьковское ш.,
1 885 431 грн,2 комнаты,*** not found ,*** not found ,*** not found ,*** not found ,65 м²,ЖК Лебединый,
980 000 $,5 комнат,4601 $ за м²,10 из 13,год постройки2003,кирпичные,213 / 150 / 40 м²,ул. Паторжинского,14
68 000 $,2 комнаты,1097 $ за м²,6 из 9,год постройки1971,панельные,62 / 35 / 8 м²,просп. Воздухофлотский,8
71 000 $,2 комнаты,1127 $ за м²,9 из 24,*** not found ,*** not found ,63 / 27 / 17 м²,просп. Правды,
190 000 $,2 комнаты,2111 $ за м²,14 из 16,год постройки1983,кирпичные,90 / - / 15 м²,ул. Алмазова (Кутузова),6
3 641 884 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,39 м²,ЖК 52 Жемчужина (Pechersk Plaza),
115 000 $,2 комнаты,1575 $ за м²,21 из 25,год постройки2015,кирпичные,73 / 37 / 15 м²,ул.  Малиновского, 4в
45 000 $,1 комната,1324 $ за м²,10 из 16,год постройки1982,утепленная панель,34 / 19 / 7 м²,ул. Радужная,22
57 000 $,1 комната,1140 $ за м²,21 из 27,*** not found ,<span>8 октября 2020 г.</span>,50 / 19 / 14 м²,ул. Маланюка (Степана Сагайдака),
45 500 $,2 комнаты,1167 $ за м²,4 из 5,год постройки1961,панельные,39 / 27 / 6 м²,ул. Донца, 19а
260 000 $,2 комнаты,4727 $ за м²,5 из 24,год постройки2019,монолитно-каркасные,55 / 25 / 16 м²,ул. Федорова, 2а
80 000 $,1 комната,1379 $ за м²,12 из 25,*** not found ,<span>16 февраля</span>,58 / 26 / 13 м²,ул. Срибнокильская,
2 110 252 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,52 м²,ЖК Nordica Residence,
138 000 $,3 комнаты,1500 $ за м²,6 из 26,год постройки2018,монолитно-каркасные,92 / 50 / 27 м²,ул. Липковского (Урицкого), 37б
105 000 $,2 комнаты,1544 $ за м²,7 из 25,год постройки2016,панельные,68 / 33 / 15 м²,ул. Донца, 2б
2 363 130 грн,2 комнаты,27 900 грн за м²,12 из 26,год постройки2020,<span>22 августа 2020 г.</span>,84.7 / 37.23 / 17.56 м²,ул. Маланюка (Степана Сагайдака),
89 000 $,2 комнаты,1369 $ за м²,12 из 20,год постройки2018,монолитно-каркасные,65 / 15 / 25 м²,просп. Победы (Брест-Литовский), 55/2
400 000 $,3 комнаты,2759 $ за м²,19 из 24,год постройки2012,монолитно-каркасные,145 / 73 / 15 м²,ул. Парково-Сырецкая (Шамрыло Тимофея), 4в
100 000 $,2 комнаты,1724 $ за м²,9 из 17,год постройки2006,монолитно-каркасные,58 / 32 / 14 м²,ул. Ломоносова, 60/5
61 500 $,3 комнаты,809 $ за м²,14 из 16,год постройки1989,утепленная панель,76 / 43 / 8.5 м²,просп. Маяковского,77
48 000 $,1 комната,1043 $ за м²,18 из 24,*** not found ,<span>5 октября 2020 г.</span>,46 / 18 / 13 м²,ул. Багговутовская,
180 000 $,2 комнаты,2045 $ за м²,23 из 25,год постройки2015,монолитно-каркасные,88 / 62 / 10 м²,бульв. Дарницкий, 8в
108 000 €,3 комнаты,1158 € за м²,8 из 24,год постройки2014,утепленная панель,93.3 / 46.7 / 14.1 м²,ул. Чавдар,22
43 500 $,1 комната,1046 $ за м²,21 из 24,*** not found ,<span>14 августа 2020 г.</span>,41.6 / 18 / 13 м²,Надднепрянское ш.,
100 999 $,1 комната,1741 $ за м²,3 из 15,год постройки2004,монолитно-каркасные,58 / 16.3 / 18 м²,просп. Героев Сталинграда,6
52 000 $,1 комната,1000 $ за м²,24 из 25,*** not found ,<span>2 ноября 2020 г.</span>,52 / - / 17.78 м²,просп. Правды,
146 000 $,2 комнаты,2086 $ за м²,19 из 25,год постройки2018,монолитно-каркасные,70 / 35 / 13 м²,ул. Конева, 10/1
110 000 $,2 комнаты,1692 $ за м²,4 из 25,год постройки2012,монолитно-каркасные,65 / 32 / 12.3 м²,ул. Воскресенская, 12б
148 800 $,1 комната,3166 $ за м²,9 из 12,год постройки2015,монолитно-каркасные,47 м²,ул. Саперное Поле,12
77 000 $,2 комнаты,975 $ за м²,3 из 25,год постройки2018,утепленная панель,79 / 36 / 12 м²,Ясиноватский пер.,11
38 500 $,1 комната,1132 $ за м²,5 из 9,год постройки1977,кирпичные,34 / 18 / 7 м²,ул. Потапова, 10а
100 000 $,3 комнаты,1020 $ за м²,16 из 26,год постройки2012,монолитно-каркасные,98 / 42.6 / 16 м²,ул. Кондратюка,7
78 000 $,1 комната,1560 $ за м²,4 из 22,год постройки2006,монолитно-каркасные,50 / 22 / 13 м²,ул. Чаадаева, 2в
75 000 $,2 комнаты,1071 $ за м²,3 из 25,год постройки2015,монолитно-каркасные,70 / 35 / 12 м²,ул. Пчилки,8
45 000 $,2 комнаты,1000 $ за м²,1 из 5,год постройки1966,панельные,45 / 30 / 6 м²,ул. Гречко, 12г
900 000 $,3 комнаты,6000 $ за м²,9 из 9,год постройки2019,монолитно-каркасные,150 / 90 / 20 м²,ул. Саперное Поле,5
85 000 $,2 комнаты,1288 $ за м²,2 из 22,год постройки2018,монолитно-каркасные,66 / 32 / 14 м²,ул. Глубочицкая,13
65 600 $,2 комнаты,1009 $ за м²,22 из 26,*** not found ,<span>4 декабря 2020 г.</span>,65 / 33 / 12 м²,ул. Причальная,
395 000 $,3 комнаты,3038 $ за м²,11 из 28,*** not found ,*** not found ,130 / 73 / 20 м²,ул. Болсуновская (Сергея Струтинского),
155 000 $,2 комнаты,2214 $ за м²,9 из 10,год постройки2014,монолитно-каркасные,70 м²,ул. Сикорского (Танковая), 4в
84 000 $,2 комнаты,1400 $ за м²,14 из 24,*** not found ,*** not found ,60 / 28 / 10 м²,ул. Костанайская,
73 000 $,3 комнаты,936 $ за м²,4 из 4,*** not found ,*** not found ,78 / 37 / 13 м²,ул. Богатырская,
83 000 $,1 комната,1566 $ за м²,10 из 10,год постройки2017,монолитно-каркасные,53 м²,ул. Малоземельная,75
250 000 $,2 комнаты,3846 $ за м²,2 из 9,год постройки2018,монолитно-каркасные,65 / 40 / 18 м²,ул. Спасская,35
299 000 $,3 комнаты,3425 $ за м²,3 из 4,год постройки1879,кирпичные,87.3 / 52.3 / 7.9 м²,ул. Прорезная,9
56 000 $,3 комнаты,812 $ за м²,9 из 10,год постройки1991,утепленная панель,69 / 42 / 7 м²,ул. Милославская,5
4 335 178 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,61 м²,ЖК Бульвар Фонтанов,
270 000 $,2 комнаты,3333 $ за м²,*** not found ,*** not found ,монолитно-каркасные,81 м²,ул. Драгомирова,3
58 000 $,3 комнаты,1018 $ за м²,2 из 5,год постройки1961,кирпичные,57 / 30 / 6 м²,бульв. Гавела (Ивана Лепсе),53
62 000 $,1 комната,1292 $ за м²,16 из 25,год постройки2017,утепленная панель,48 / 18 / 12 м²,ул. Данченко,3
80 000 $,1 комната,1702 $ за м²,8 из 16,*** not found ,<span>7 декабря 2020 г.</span>,47 / 14 / 20 м²,ул. Шолуденко,
195 000 $,2 комнаты,2097 $ за м²,2 из 6,год постройки1913,кирпичные,93 / 38 / 10.2 м²,Михайловский пер., 9б
3 180 495 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,49 м²,ЖК CRYSTAL RESIDENCE,
122 000 $,2 комнаты,1842 $ за м²,6 из 7,*** not found ,*** not found ,66.25 / 31 / 19 м²,ул. Бойчука (Киквидзе),
3 793 500 грн,3 комнаты,52 688 грн за м²,10 из 15,год постройки1999,кирпичные,72 / 41 / 16 м²,ул. Антоновича (Горького), 91/14
65 000 $,3 комнаты,1000 $ за м²,1 из 5,год постройки1961,кирпичные,65 / 50 / 8 м²,ул. Ольжича,13
40 500 $,1 комната,827 $ за м²,26 из 26,*** not found ,*** not found ,49 / 18 / 9.8 м²,ул. Ревуцкого,
1 181 731 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,31 м²,ЖК Берег Днепра,
69 000 $,1 комната,1683 $ за м²,6 из 9,*** not found ,<span>17 февраля</span>,41 / 16 / - м²,ул. Практичная,
75 000 $,2 комнаты,1415 $ за м²,20 из 22,*** not found ,<span>12 января</span>,53 / - / 21 м²,ул. Жмаченко,
155 000 $,2 комнаты,2013 $ за м²,12 из 21,год постройки2013,монолитно-каркасные,77 / 30 / 15 м²,ул. Скрипника (Николая Островского),40
220 000 $,2 комнаты,2200 $ за м²,15 из 25,год постройки2013,монолитно-каркасные,100 / 39.7 / 14.4 м²,ул. Коновальца (Щорса), 44а
51 500 $,2 комнаты,936 $ за м²,16 из 25,*** not found ,*** not found ,55 / 24 / 19 м²,просп. Бажана,
73 900 $,2 комнаты,1274 $ за м²,7 из 16,год постройки1993,утепленная панель,58 / 32 / 8 м²,просп. Григоренко,25
2 458 347 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,52 м²,ЖК Manhattan city,
1 400 000 $,5 комнат,4487 $ за м²,28 из 30,год постройки2016,монолитно-каркасные,312 м²,ул. Драгомирова,11
93 950 $,3 комнаты,1080 $ за м²,16 из 17,год постройки2018,панельные,87 / 57 / 15 м²,ул. Данченко,32
395 000 $,4 комнаты,2724 $ за м²,7 из 9,*** not found ,*** not found ,145 / 80 / 45 м²,Бутышев (Андрея Иванова) пер.,
179 000 $,1 комната,3580 $ за м²,7 из 23,год постройки2015,монолитно-каркасные,50 / 15 / 20 м²,ул. Маккейна (Ивана Кудри),7
260 000 $,2 комнаты,2080 $ за м²,11 из 17,год постройки2019,монолитно-каркасные,125 / 64 / 15 м²,ул. Лейпцигская,13
52 000 $,1 комната,1209 $ за м²,6 из 25,*** not found ,<span>10 декабря 2020 г.</span>,43 / 14 / 17 м²,просп. Правды,
395 000 $,3 комнаты,3038 $ за м²,11 из 28,*** not found ,*** not found ,130 / 73 / 20 м²,ул. Болсуновская (Сергея Струтинского),
198 450 $,2 комнаты,2450 $ за м²,12 из 24,год постройки2010,монолитно-каркасные,81 м²,ул. Драгомирова,3
750 000 $,3 комнаты,3606 $ за м²,15 из 23,год постройки2005,монолитно-каркасные,208 / 115 / 60 м²,ул. Старонаводницкая,13
650 000 $,4 комнаты,2124 $ за м²,4 из 8,год постройки2011,монолитно-каркасные,306 / 204 / 19 м²,ул. Протасов Яр,8
75 000 $,1 комната,1389 $ за м²,6 из 25,год постройки2007,монолитно-каркасные,54 / 22 / 14 м²,Днепровская наб., 26а
150 000 $,3 комнаты,1429 $ за м²,4 из 24,год постройки2009,утепленная панель,105 / 42 / 17 м²,просп. Лобановского (Краснозвездный), 6г
93 900 $,2 комнаты,1361 $ за м²,8 из 26,*** not found ,<span>12 января</span>,69 м²,Днепровская наб.,
120 500 $,1 комната,1826 $ за м²,6 из 10,год постройки2003,монолитно-каркасные,66 / 20 / 33 м²,ул. Павловская, 26/41
129 000 $,2 комнаты,1925 $ за м²,5 из 25,год постройки2014,монолитно-каркасные,67 / 39 / 10 м²,ул. Ломоносова, 50/2
62 000 $,1 комната,1348 $ за м²,18 из 19,год постройки1999,монолитно-каркасные,46 / 28 / 12 м²,ул. Ахматовой,3
150 000 $,3 комнаты,1442 $ за м²,16 из 17,год постройки2018,монолитно-каркасные,104 / 55 / 12 м²,бульв. Вернадского,24
55 000 $,1 комната,1000 $ за м²,5 из 24,год постройки2020,панельные,55 / - / 12 м²,Балтийский пер.,
138 000 $,3 комнаты,1500 $ за м²,6 из 26,год постройки2018,монолитно-каркасные,92 / 50 / 27 м²,ул. Липковского (Урицкого), 37б
172 000 $,3 комнаты,2000 $ за м²,7 из 9,год постройки1972,кирпичные,86 / 53 / 12 м²,ул. Резницкая,8
79 900 $,3 комнаты,918 $ за м²,25 из 26,год постройки2018,монолитно-каркасные,87 / 50 / 15 м²,ул. Каховская,60
49 999 $,1 комната,1157 $ за м²,13 из 22,год постройки2011,утепленная панель,43.2 / 18 / 10 м²,ул. Закревского,95
115 000 $,3 комнаты,1326 $ за м²,13 из 25,год постройки2019,монолитно-каркасные,86.74 / 41.89 / 20.89 м²,ул.  Сверстюка (Марины Расковой),6
87 000 $,3 комнаты,958 $ за м²,2 из 25,*** not found ,<span>2 июля 2020 г.</span>,90.77 / 36.32 / 24.33 м²,просп. Правды,
107 000 $,1 комната,2202 $ за м²,16 из 24,год постройки2007,монолитно-каркасные,48.6 / 22.3 / 12 м²,просп. Героев Сталинграда, 8а
87 700 $,2 комнаты,1015 $ за м²,19 из 24,*** not found ,<span>11 января</span>,86.38 / 36.31 / 22.96 м²,просп. Правды,
65 000 $,2 комнаты,1275 $ за м²,9 из 9,год постройки1978,утепленная панель,51 / 30 / 8 м²,ул. Героев Днепра,16
1 250 000 $,5 комнат,5000 $ за м²,3 из 4,год постройки1858,кирпичные,250 / 150 / 30 м²,ул. Б. Житомирская, 6/11
34 700 $,1 комната,1388 $ за м²,1 из 5,год постройки1974,кирпичные,25 / - / 4 м²,ул. Королева, 10в
67 000 $,1 комната,1595 $ за м²,9 из 26,год постройки2017,монолитно-каркасные,42 / 20 / 16 м²,ул. Крушельницкой,15
88 000 $,1 комната,1913 $ за м²,1 из 9,*** not found ,<span>11 сентября 2017 г.</span>,46 / 20 / 10 м²,ул. Регенераторная,
285 000 $,3 комнаты,2244 $ за м²,21 из 25,год постройки2008,монолитно-каркасные,127 / 80.7 / 15.3 м²,ул. Голосеевская, 13а
93 000 $,1 комната,2022 $ за м²,20 из 24,*** not found ,<span>12 февраля</span>,46 / 20.9 / 10.6 м²,ул. Старокиевская,
85 000 $,2 комнаты,1288 $ за м²,15 из 26,*** not found ,утепленная панель,66 / 23.8 / 18.2 м²,Днепровская наб.,
230 000 $,3 комнаты,1873 $ за м²,8 из 15,год постройки2007,монолитно-каркасные,122.8 / 60.8 / 14.6 м²,просп. Героев Сталинграда, 26а
155 000 $,2 комнаты,2214 $ за м²,9 из 10,год постройки2014,монолитно-каркасные,70 м²,ул. Сикорского (Танковая), 4в
180 000 $,1 комната,2222 $ за м²,8 из 32,год постройки2016,монолитно-каркасные,81 / 42 / 15 м²,ул. Саксаганского, 37К
95 000 $,2 комнаты,1730 $ за м²,10 из 16,год постройки1993,утепленная панель,54.9 / 29 / 8.5 м²,ул. Драгоманова, 40а
54 934 $,1 комната,1330 $ за м²,7 из 9,год постройки1978,утепленная панель,41.3 / 19 / 7.7 м²,ул. Героев Днепра, 20а
260 000 $,3 комнаты,3059 $ за м²,5 из 12,*** not found ,кирпичные,85 / 34.4 / 21 м²,ул. Большая Васильковская (Красноармейская),
